index,transactions,total_spend,avg_bill_value,qty_per_order,mtbp,life_time,cltv,basket_size_s,basket_size_m,basket_size_l,basket_price_sensitivity_la,basket_price_sensitivity_mm,basket_price_sensitivity_um,basket_price_sensitivity_na,basket_type_smallshop,basket_type_topup,basket_type_fullshop,basket_type_na,basket_dominant_fresh,basket_dominant_mixed,basket_dominant_grocery,basket_dominant_nonfood,label
CUST0000550874,49,1281.19,26.14673469,22.53061224,16.57142857,819,21414.17571,0,0,1,0.06122449,0.734693878,0.204081633,0,0,0.632653061,0.367346939,0,0.142857143,0.755102041,0.102040816,0,3
CUST0000551081,3,34.07,11.35666667,11,89,447,5076.43,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.666666667,0.333333333,0,0,1,0,0,0,1
CUST0000551229,11,293.76,26.70545455,21.72727273,69.54545455,793,21177.42545,0.090909091,0,0.909090909,0,0.636363636,0.363636364,0,0.090909091,0.454545455,0.454545455,0,0.181818182,0.545454545,0.272727273,0,3
CUST0000551728,1,0.98,0.98,1,0,602,589.96,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000552058,19,333.61,17.55842105,11.10526316,39.68421053,816,14327.67158,0,0.526315789,0.473684211,0.052631579,0.368421053,0.578947368,0,0.263157895,0.578947368,0.157894737,0,0.315789474,0.421052632,0.263157895,0,1
CUST0000552288,2,3,1.5,2,1.5,214,321,0.5,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,2
CUST0000552504,1,41.37,41.37,23,0,738,30531.06,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3
CUST0000552533,19,179.73,9.459473684,6.210526316,37.68421053,754,7132.443158,0.157894737,0.789473684,0.052631579,0.105263158,0.631578947,0.210526316,0.052631579,0.736842105,0.263157895,0,0,0.421052632,0.315789474,0.052631579,0.210526316,1
CUST0000552817,5,483.69,96.738,76.8,75.4,513,49626.594,0,0,1,0.6,0.4,0,0,0,0.2,0.8,0,0.2,0.6,0.2,0,3
CUST0000553169,21,85.68,4.08,1,34.14285714,739,3015.12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
CUST0000553272,8,64.76,8.095,7,96.625,788,6378.86,0.125,0.625,0.25,0.25,0,0.75,0,0.375,0.625,0,0,0.5,0.25,0.125,0.125,1
CUST0000553777,88,898.58,10.21113636,5.386363636,8.840909091,821,8383.342955,0.363636364,0.488636364,0.147727273,0.102272727,0.443181818,0.454545455,0,0.715909091,0.272727273,0,0.011363636,0.659090909,0.147727273,0.170454545,0.011363636,1
CUST0000553827,6,14.6,2.433333333,2.833333333,48.16666667,681,1657.1,0.5,0.5,0,0.166666667,0.5,0.333333333,0,1,0,0,0,0.833333333,0,0.166666667,0,2
CUST0000553992,2,6.1,3.05,3.5,282,669,2040.45,0.5,0.5,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000554021,13,111.72,8.593846154,6.615384615,46.61538462,820,7046.953846,0.615384615,0.153846154,0.230769231,0.230769231,0.538461538,0.076923077,0.153846154,0.692307692,0.307692308,0,0,0.076923077,0,0.615384615,0.307692308,2
CUST0000554024,307,3676.03,11.97403909,10.7980456,2.638436482,821,9830.686091,0.117263844,0.423452769,0.459283388,0.214983713,0.560260586,0.208469055,0.016286645,0.410423453,0.459283388,0.123778502,0.006514658,0.570032573,0.309446254,0.087947883,0.026058632,1
CUST0000554110,1,59.94,59.94,35,0,100,5994,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,3
CUST0000554123,48,251.15,5.232291667,4.020833333,15.64583333,797,4170.136458,0.458333333,0.458333333,0.083333333,0.104166667,0.354166667,0.541666667,0,0.75,0.25,0,0,0.791666667,0.125,0.083333333,0,1
CUST0000554154,1,57.24,57.24,39,0,405,23182.2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,3
CUST0000554462,1,0.67,0.67,1,0,539,361.13,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
CUST0000554718,10,356.49,35.649,30.6,27.4,552,19678.248,0,0.1,0.9,0.1,0.6,0.3,0,0.1,0.4,0.5,0,0.1,0.6,0.2,0.1,3
CUST0000554976,6,73.85,12.30833333,10.83333333,22.16666667,700,8615.833333,0,0,1,0.833333333,0.166666667,0,0,0,1,0,0,0.5,0.333333333,0.166666667,0,1
CUST0000554981,1,1.34,1.34,2,0,651,872.34,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000555502,16,129.17,8.073125,6.5,43.5,710,5731.91875,0.125,0.6875,0.1875,0.4375,0.4375,0.125,0,0.4375,0.5625,0,0,0.5,0.3125,0.0625,0.125,1
CUST0000555655,2,43.12,21.56,7,2,583,12569.48,0.5,0,0.5,0,1,0,0,0.5,0.5,0,0,0,0,1,0,2
CUST0000555896,2,38.42,19.21,6.5,23,265,5090.65,0,1,0,0.5,0,0.5,0,1,0,0,0,1,0,0,0,1
CUST0000556019,2,10.4,5.2,7,2.5,665,3458,0.5,0,0.5,0,0.5,0.5,0,0.5,0.5,0,0,1,0,0,0,1
CUST0000556111,5,18.95,3.79,3.6,113.4,760,2880.4,0.4,0.6,0,0.6,0.2,0.2,0,1,0,0,0,0.8,0,0.2,0,2
CUST0000556297,89,1280.17,14.38393258,11.8988764,9.02247191,820,11794.82472,0.056179775,0.404494382,0.539325843,0.112359551,0.707865169,0.146067416,0.033707865,0.247191011,0.561797753,0.157303371,0.033707865,0.516853933,0.292134831,0.146067416,0.011235955,1
CUST0000556927,6,210.04,35.00666667,23,62.5,456,15963.04,0,0.166666667,0.833333333,0.333333333,0.666666667,0,0,0.166666667,0.5,0.333333333,0,0.333333333,0.666666667,0,0,3
CUST0000557293,71,542.38,7.63915493,5.38028169,11.35211268,810,6187.715493,0.408450704,0.450704225,0.14084507,0.309859155,0.450704225,0.23943662,0,0.774647887,0.154929577,0.056338028,0.014084507,0.647887324,0.126760563,0.154929577,0.056338028,1
CUST0000557339,1,10.34,10.34,17,0,431,4456.54,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
CUST0000557661,2,3.06,1.53,1.5,151.5,531,812.43,1,0,0,0,1,0,0,1,0,0,0,0.5,0,0.5,0,2
CUST0000558035,3,113.02,37.67333333,32.33333333,203,640,24110.93333,0,0,1,0,1,0,0,0,0,1,0,0,0.333333333,0.666666667,0,3
CUST0000558305,4,4.85,1.2125,1.25,122.25,631,765.0875,1,0,0,0,1,0,0,1,0,0,0,0,0.25,0.75,0,2
CUST0000558362,2,46.26,23.13,9.5,177.5,751,17370.63,0,0.5,0.5,0,0.5,0.5,0,0,1,0,0,0.5,0.5,0,0,1
CUST0000558734,1,67.96,67.96,20,0,308,20931.68,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3
CUST0000559492,1,10.14,10.14,1,0,337,3417.18,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2
CUST0000559941,10,221.08,22.108,15.9,71.4,731,16160.948,0.3,0.1,0.6,0,0.2,0.7,0.1,0.4,0.2,0.4,0,0.7,0,0,0.3,1
CUST0000560154,2,5.65,2.825,2.5,45.5,413,1166.725,0.5,0.5,0,0,1,0,0,1,0,0,0,0,0,0.5,0.5,2
CUST0000561266,7,184.22,26.31714286,16.85714286,45.28571429,752,19790.49143,0,0,1,0,0,1,0,0,0.571428571,0.428571429,0,0.285714286,0.428571429,0,0.285714286,3
CUST0000561346,17,164.39,9.67,10.47058824,39.88235294,722,6981.74,0.058823529,0.411764706,0.529411765,0.117647059,0.647058824,0.235294118,0,0.352941176,0.588235294,0.058823529,0,1,0,0,0,1
CUST0000561716,2,18.45,9.225,6,52.5,204,1881.9,0.5,0,0.5,0,1,0,0,0.5,0.5,0,0,0.5,0.5,0,0,1
CUST0000561915,214,3744.26,17.49654206,12.25233645,3.757009346,815,14259.68178,0.14953271,0.359813084,0.490654206,0.060747664,0.387850467,0.546728972,0.004672897,0.41588785,0.53271028,0.051401869,0,0.771028037,0.135514019,0.056074766,0.037383178,1
CUST0000561927,36,411.02,11.41722222,9.083333333,21.44444444,805,9190.863889,0.305555556,0.305555556,0.388888889,0.305555556,0.555555556,0.111111111,0.027777778,0.527777778,0.388888889,0.055555556,0.027777778,0.305555556,0.277777778,0.333333333,0.055555556,1
CUST0000561980,6,44.06,7.343333333,7.166666667,90,647,4751.136667,0.166666667,0.666666667,0.166666667,0.166666667,0.833333333,0,0,0.666666667,0.333333333,0,0,0.666666667,0.333333333,0,0,1
CUST0000562256,1,2.22,2.22,6,0,487,1081.14,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000562267,2,19.39,9.695,9.5,2,720,6980.4,0,0.5,0.5,0,1,0,0,0,1,0,0,0,0,1,0,1
CUST0000562561,3,9.63,3.21,2.666666667,1,200,642,0.666666667,0.333333333,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0,0,0.333333333,0,0.666666667,0,2
CUST0000562821,3,5.22,1.74,2.666666667,185.6666667,609,1059.66,0.333333333,0.666666667,0,0,0,1,0,1,0,0,0,1,0,0,0,1
CUST0000562852,6,18.75,3.125,3.666666667,27,653,2040.625,0.333333333,0.666666667,0,0.333333333,0.5,0.166666667,0,1,0,0,0,0.333333333,0.166666667,0.333333333,0.166666667,2
CUST0000562965,1,0.32,0.32,1,0,620,198.4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
CUST0000563743,4,32.96,8.24,4.75,132,570,4696.8,0,1,0,0,0.5,0.5,0,1,0,0,0,0.75,0,0.25,0,2
CUST0000563864,33,790.49,23.95424242,15.90909091,20.45454545,729,17462.64273,0.060606061,0.393939394,0.545454545,0.090909091,0.636363636,0.272727273,0,0.333333333,0.333333333,0.333333333,0,0.454545455,0.363636364,0.151515152,0.03030303,1
CUST0000564482,9,32.43,3.603333333,3.555555556,21.22222222,822,2961.94,0.555555556,0.333333333,0.111111111,0.222222222,0.777777778,0,0,0.888888889,0.111111111,0,0,0.666666667,0.111111111,0.111111111,0.111111111,2
CUST0000564860,44,458.62,10.42318182,7.340909091,16.79545455,743,7744.424091,0.181818182,0.522727273,0.295454545,0.409090909,0.545454545,0.022727273,0.022727273,0.613636364,0.340909091,0.022727273,0.022727273,0.363636364,0.136363636,0.431818182,0.045454545,1
CUST0000565383,2,25.12,12.56,9.5,0.5,693,8704.08,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0.5,1
CUST0000565431,1,54.59,54.59,42,0,467,25493.53,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3
CUST0000565459,215,4073.37,18.94590698,23.53023256,3.753488372,817,15478.806,0.153488372,0.144186047,0.702325581,0.223255814,0.441860465,0.279069767,0.055813953,0.288372093,0.488372093,0.176744186,0.046511628,0.739534884,0.08372093,0.093023256,0.037209302,3
CUST0000565720,3,20.55,6.85,4,88,392,2685.2,0.666666667,0.333333333,0,0.666666667,0.333333333,0,0,1,0,0,0,1,0,0,0,2
CUST0000565842,1,3.01,3.01,4,0,176,529.76,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000566370,1,3.29,3.29,2,0,684,2250.36,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2
CUST0000566462,1,0.03,0.03,3,0,394,11.82,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2
CUST0000566633,2,18.58,9.29,15.5,74.5,685,6363.65,0,0.5,0.5,0.5,0.5,0,0,0.5,0,0.5,0,0.5,0.5,0,0,1
CUST0000566965,25,100.6,4.024,5.32,26.52,726,2921.424,0.28,0.64,0.08,0.36,0.52,0.12,0,0.92,0.08,0,0,0.68,0.08,0.24,0,2
CUST0000567067,10,75.65,7.565,5,51.3,756,5719.14,0.2,0.7,0.1,0.2,0.3,0.5,0,0.6,0.4,0,0,0.4,0.4,0.1,0.1,1
CUST0000567303,1,9.14,9.14,16,0,198,1809.72,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
CUST0000567323,2,1.46,0.73,1,73,184,134.32,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000568678,92,1688.52,18.35347826,11.35869565,8.586956522,798,14646.07565,0.130434783,0.315217391,0.554347826,0.065217391,0.489130435,0.445652174,0,0.358695652,0.5,0.141304348,0,0.532608696,0.326086957,0.119565217,0.02173913,1
CUST0000568739,2,51.52,25.76,14,308,687,17697.12,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
CUST0000569046,1,8.38,8.38,14,0,296,2480.48,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
CUST0000569121,8,5.92,0.74,1,74.75,613,453.62,1,0,0,0,1,0,0,1,0,0,0,0.125,0,0.875,0,2
CUST0000569552,1,4.12,4.12,5,0,452,1862.24,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
CUST0000570152,1,1.54,1.54,2,0,350,539,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000570598,2,57.6,28.8,9,363.5,760,21888,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
CUST0000571040,38,239.61,6.305526316,3.921052632,18.26315789,729,4596.728684,0.552631579,0.368421053,0.078947368,0.157894737,0.710526316,0.078947368,0.052631579,0.868421053,0.105263158,0,0.026315789,0.289473684,0.131578947,0.394736842,0.157894737,2
CUST0000571277,1,7.89,7.89,7,0,477,3763.53,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
CUST0000571726,1,4.71,4.71,3,0,522,2458.62,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
CUST0000571866,4,19.37,4.8425,4.75,112,811,3927.2675,0.5,0.5,0,0,0,1,0,0.75,0.25,0,0,0.75,0.25,0,0,1
CUST0000572392,38,1313.4,34.56315789,24.15789474,20.81578947,802,27719.65263,0.157894737,0.105263158,0.736842105,0.052631579,0.605263158,0.342105263,0,0.236842105,0.368421053,0.394736842,0,0.684210526,0.131578947,0.157894737,0.026315789,3
CUST0000572630,29,289.37,9.978275862,9.551724138,25.48275862,745,7433.815517,0.137931034,0.482758621,0.379310345,0.275862069,0.482758621,0.172413793,0.068965517,0.482758621,0.310344828,0.206896552,0,0.655172414,0.137931034,0.137931034,0.068965517,1
CUST0000572693,12,61.29,5.1075,6.25,61.83333333,754,3851.055,0.166666667,0.75,0.083333333,0.833333333,0.166666667,0,0,0.416666667,0.583333333,0,0,0.25,0.5,0.083333333,0.166666667,1
CUST0000572854,85,2638.83,31.04505882,22.65882353,9.529411765,816,25332.768,0,0.011764706,0.988235294,0.305882353,0.670588235,0.023529412,0,0,0.529411765,0.470588235,0,0.317647059,0.647058824,0.035294118,0,3
CUST0000572969,4,7.04,1.76,7.5,86,437,769.12,0.5,0,0.5,0.25,0.5,0.25,0,0.5,0.5,0,0,1,0,0,0,1
CUST0000573088,1,7.38,7.38,1,0,722,5328.36,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
CUST0000574268,1,7.88,7.88,10,0,591,4657.08,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
CUST0000574609,7,10.78,1.54,1,55.85714286,473,728.42,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000574623,30,477.66,15.922,11.03333333,26.33333333,822,13087.884,0.233333333,0.366666667,0.4,0.566666667,0.333333333,0.1,0,0.566666667,0.333333333,0.1,0,0.4,0.166666667,0.333333333,0.1,1
CUST0000574963,10,33.34,3.334,1.8,75.7,790,2633.86,0.9,0.1,0,0.3,0.5,0,0.2,1,0,0,0,0.2,0,0.6,0.2,2
CUST0000575056,201,1092.05,5.433084577,3.940298507,3.975124378,819,4449.696269,0.487562189,0.452736318,0.059701493,0.054726368,0.582089552,0.36318408,0,0.7960199,0.199004975,0.004975124,0,0.542288557,0.154228856,0.288557214,0.014925373,1
CUST0000575246,10,160.08,16.008,9.3,73.4,752,12038.016,0.5,0.2,0.3,0,0.8,0.2,0,0.6,0.2,0.2,0,0.4,0.3,0.1,0.2,1
CUST0000575523,3,26.8,8.933333333,7.333333333,41,812,7253.866667,0.333333333,0.333333333,0.333333333,0,0,1,0,0.666666667,0.333333333,0,0,0.333333333,0.333333333,0,0.333333333,1
CUST0000575612,63,1631.42,25.89555556,25.04761905,11.73015873,745,19292.18889,0.158730159,0.142857143,0.698412698,0.206349206,0.746031746,0.047619048,0,0.301587302,0.111111111,0.587301587,0,0.047619048,0.523809524,0.412698413,0.015873016,3
CUST0000576074,1,3.12,3.12,3,0,421,1313.52,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
CUST0000576800,308,3199.75,10.3887987,9.512987013,2.652597403,822,8539.592532,0.12987013,0.428571429,0.441558442,0.246753247,0.561688312,0.181818182,0.00974026,0.493506494,0.483766234,0.012987013,0.00974026,0.675324675,0.126623377,0.178571429,0.00974026,1
CUST0000576842,3,135.67,45.22333333,39.33333333,7.333333333,748,33827.05333,0,0,1,0.333333333,0.666666667,0,0,0,0,1,0,0.333333333,0.666666667,0,0,3
CUST0000577249,3,17.07,5.69,5,104,576,3277.44,0.333333333,0.333333333,0.333333333,0,0,1,0,0.666666667,0.333333333,0,0,0.666666667,0.333333333,0,0,1
CUST0000577439,1,1.97,1.97,2,0,168,330.96,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000577741,37,1017.42,27.49783784,15.08108108,21.21621622,802,22053.26595,0.162162162,0.378378378,0.459459459,0.027027027,0.459459459,0.486486486,0.027027027,0.405405405,0.378378378,0.216216216,0,0.189189189,0.513513514,0.189189189,0.108108108,1
CUST0000577815,3,2.37,0.79,1,39.33333333,467,368.93,1,0,0,0,1,0,0,1,0,0,0,0.666666667,0,0.333333333,0,2
CUST0000578349,61,482.93,7.916885246,9.590163934,12.83606557,810,6412.677049,0.163934426,0.442622951,0.393442623,0.180327869,0.672131148,0.049180328,0.098360656,0.442622951,0.393442623,0.06557377,0.098360656,0.31147541,0.229508197,0.344262295,0.016393443,1
CUST0000578570,4,94.51,23.6275,25.25,76.25,435,10277.9625,0,0.5,0.5,0.75,0.25,0,0,0.5,0,0.5,0,0.5,0.25,0.25,0,3
CUST0000578684,16,53.32,3.3325,3.3125,27.125,451,1502.9575,0.25,0.75,0,0.125,0.8125,0.0625,0,0.875,0.125,0,0,0.0625,0.1875,0.5625,0.1875,2
CUST0000578977,7,56.6,8.085714286,7.714285714,110.2857143,817,6606.028571,0,0.857142857,0.142857143,0.571428571,0.285714286,0.142857143,0,0.285714286,0.571428571,0.142857143,0,0.428571429,0.428571429,0.142857143,0,1
CUST0000579097,1,0.86,0.86,1,0,816,701.76,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000579399,70,873.97,12.48528571,10.64285714,9.3,665,8302.715,0.214285714,0.357142857,0.428571429,0.228571429,0.685714286,0.057142857,0.028571429,0.528571429,0.314285714,0.128571429,0.028571429,0.314285714,0.214285714,0.371428571,0.071428571,1
CUST0000579603,2,7.24,3.62,3.5,5.5,410,1484.2,0.5,0.5,0,0,1,0,0,1,0,0,0,0.5,0,0.5,0,2
CUST0000579625,3,5.54,1.846666667,2.333333333,58.66666667,601,1109.846667,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0,1,0,0,0,0,0.333333333,0.666666667,0,2
CUST0000579677,1,21.25,21.25,21,0,691,14683.75,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,3
CUST0000580266,11,5.75,0.522727273,1,71.09090909,796,416.0909091,1,0,0,0,1,0,0,1,0,0,0,0.181818182,0,0.818181818,0,2
CUST0000580827,2,4.36,2.18,1,156,358,780.44,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000580909,27,191.45,7.090740741,3.407407407,6.481481481,185,1311.787037,0.592592593,0.333333333,0.074074074,0.185185185,0.703703704,0.111111111,0,0.851851852,0.148148148,0,0,0.259259259,0.148148148,0.592592593,0,2
CUST0000581061,2,57.81,28.905,16.5,182,554,16013.37,0,0,1,0,1,0,0,0,0.5,0.5,0,0.5,0.5,0,0,3
CUST0000581411,1,40.97,40.97,34,0,232,9505.04,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3
CUST0000581663,1,0.88,0.88,1,0,707,622.16,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000581778,1,1.97,1.97,2,0,690,1359.3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
CUST0000582425,7,66.38,9.482857143,9.428571429,33.28571429,288,2731.062857,0.428571429,0.142857143,0.428571429,0,0.571428571,0.285714286,0.142857143,0.571428571,0.142857143,0.285714286,0,0.142857143,0.571428571,0,0.285714286,1
CUST0000582702,1,0.72,0.72,3,0,215,154.8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2
CUST0000582787,6,112.98,18.83,13.5,65.16666667,767,14442.61,0,0.333333333,0.666666667,0.5,0.5,0,0,0.166666667,0.666666667,0.166666667,0,0.333333333,0.5,0.166666667,0,1
CUST0000582900,2,31.26,15.63,12,155,356,5564.28,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
CUST0000583261,23,529.38,23.01652174,12.26086957,27.91304348,709,16318.71391,0.086956522,0.434782609,0.47826087,0.391304348,0.434782609,0.173913043,0,0.347826087,0.391304348,0.260869565,0,0.434782609,0.47826087,0.086956522,0,1
CUST0000583585,3,3.62,1.206666667,2.666666667,34.33333333,731,882.0733333,0.333333333,0.666666667,0,0,1,0,0,1,0,0,0,0,0.333333333,0.666666667,0,2
CUST0000583691,1,0.56,0.56,1,0,783,438.48,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2
CUST0000584211,2,5.97,2.985,1.5,0,96,286.56,1,0,0,0,1,0,0,1,0,0,0,0,0.5,0.5,0,2
CUST0000584770,5,23.32,4.664,4.6,33.6,818,3815.152,0.4,0.4,0.2,0,1,0,0,0.6,0.4,0,0,0,0.2,0.8,0,2
CUST0000584803,78,814.38,10.44076923,8.794871795,10.34615385,820,8561.430769,0.141025641,0.41025641,0.448717949,0.128205128,0.615384615,0.256410256,0,0.371794872,0.628205128,0,0,0.5,0.320512821,0.166666667,0.012820513,1
CUST0000584859,16,223.68,13.98,9.0625,26.5625,484,6766.32,0.25,0.375,0.375,0.125,0.625,0.25,0,0.4375,0.5,0.0625,0,0.6875,0.125,0.125,0.0625,1
CUST0000584956,1,6.64,6.64,5,0,693,4601.52,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000585038,3,20.35,6.783333333,6.666666667,264,799,5419.883333,0,1,0,0.666666667,0.333333333,0,0,1,0,0,0,0.666666667,0,0.333333333,0,1
CUST0000585291,2,8.72,4.36,3,66,783,3413.88,0,1,0,0,1,0,0,1,0,0,0,0.5,0.5,0,0,2
CUST0000585617,118,1054.03,8.932457627,10.8220339,5.398305085,646,5770.367627,0.254237288,0.237288136,0.508474576,0.254237288,0.694915254,0.008474576,0.042372881,0.449152542,0.449152542,0.059322034,0.042372881,0.36440678,0.203389831,0.389830508,0,1
CUST0000585862,4,51.71,12.9275,11.5,97.5,718,9281.945,0.25,0.5,0.25,0.25,0.25,0.5,0,0.75,0.25,0,0,0.75,0.25,0,0,1
CUST0000586090,1,4.45,4.45,2,0,346,1539.7,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2
CUST0000586395,1,4.56,4.56,6,0,99,451.44,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
CUST0000586440,1,5.88,5.88,7,0,429,2522.52,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
CUST0000586764,1,2.11,2.11,2,0,375,791.25,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000586803,1,3.93,3.93,3,0,674,2648.82,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2
CUST0000586910,7,52.73,7.532857143,7.714285714,110,776,5845.497143,0.285714286,0.571428571,0.142857143,0.571428571,0.142857143,0.285714286,0,0.571428571,0.285714286,0.142857143,0,0.857142857,0.142857143,0,0,1
CUST0000587230,12,36.77,3.064166667,4.75,25.5,789,2417.6275,0.25,0.666666667,0.083333333,0.25,0.5,0.166666667,0.083333333,0.75,0.166666667,0,0.083333333,0.333333333,0.083333333,0.25,0.25,2
CUST0000587295,1,13.94,13.94,10,0,140,1951.6,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
CUST0000587522,3,3.66,1.22,1.333333333,73.66666667,256,312.32,1,0,0,0,0.333333333,0,0.666666667,1,0,0,0,0,0,0.333333333,0.666666667,2
CUST0000587601,38,1289.44,33.93263158,28.71052632,21.39473684,821,27858.69053,0,0,1,0.342105263,0.605263158,0.052631579,0,0,0.578947368,0.421052632,0,0.131578947,0.763157895,0.105263158,0,3
CUST0000587641,2,29.76,14.88,5,382.5,791,11770.08,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
CUST0000587643,66,2680.45,40.61287879,30.43939394,11.40909091,758,30784.56212,0.075757576,0.015151515,0.909090909,0.227272727,0.772727273,0,0,0.090909091,0.075757576,0.833333333,0,0.196969697,0.681818182,0.075757576,0.045454545,3
CUST0000588581,1,3.24,3.24,5,0,314,1017.36,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
CUST0000588881,110,2443.86,22.21690909,30.68181818,7.336363636,817,18151.21473,0.136363636,0.145454545,0.718181818,0.627272727,0.336363636,0.036363636,0,0.272727273,0.3,0.427272727,0,0.145454545,0.527272727,0.309090909,0.018181818,3
CUST0000589531,1,2.73,2.73,3,0,524,1430.52,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2
CUST0000590074,37,212.72,5.749189189,4.972972973,10.72972973,432,2483.64973,0.108108108,0.837837838,0.054054054,0.351351351,0.567567568,0.081081081,0,0.675675676,0.324324324,0,0,0.864864865,0.054054054,0.081081081,0,1
CUST0000590099,5,17.9,3.58,2.8,96,571,2044.18,0.4,0.6,0,0,1,0,0,1,0,0,0,0.2,0,0.8,0,2
CUST0000590105,77,1333.24,17.31480519,11.41558442,9.571428571,764,13228.51117,0.116883117,0.428571429,0.454545455,0.077922078,0.701298701,0.207792208,0.012987013,0.428571429,0.480519481,0.077922078,0.012987013,0.311688312,0.350649351,0.207792208,0.116883117,1
CUST0000590382,163,1477.13,9.062147239,4.116564417,4.926380368,807,7313.152822,0.45398773,0.435582822,0.110429448,0.147239264,0.490797546,0.343558282,0.018404908,0.865030675,0.128834356,0,0.006134969,0.705521472,0.049079755,0.202453988,0.036809816,1
CUST0000590555,7,151.53,21.64714286,18.42857143,19.85714286,233,5043.784286,0,0.285714286,0.714285714,0,1,0,0,0.285714286,0.571428571,0.142857143,0,0.428571429,0.285714286,0.285714286,0,1
CUST0000591389,2,3.44,1.72,6,10.5,120,206.4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000591569,1,0.88,0.88,1,0,421,370.48,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2
CUST0000591629,170,2614.35,15.37852941,13.72352941,4.670588235,819,12595.01559,0.205882353,0.147058824,0.647058824,0.152941176,0.652941176,0.188235294,0.005882353,0.311764706,0.423529412,0.258823529,0.005882353,0.6,0.294117647,0.088235294,0.011764706,1
CUST0000591640,18,129.11,7.172777778,4.666666667,37.11111111,757,5429.792778,0.333333333,0.555555556,0.111111111,0.222222222,0.666666667,0.111111111,0,0.777777778,0.166666667,0.055555556,0,0.222222222,0.277777778,0.333333333,0.166666667,2
CUST0000592043,2,13.34,6.67,2,89,407,2714.69,1,0,0,0,0.5,0.5,0,1,0,0,0,1,0,0,0,2
CUST0000592360,11,179.19,16.29,4.363636364,52.18181818,589,9594.81,0.363636364,0.454545455,0.181818182,0.181818182,0.363636364,0.454545455,0,0.818181818,0.181818182,0,0,0.181818182,0.181818182,0.636363636,0,2
CUST0000592956,2,0.08,0.04,4,342.5,779,31.16,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2
